sample_location,ufn,species,survey_date,site_id,lat,lon,standard_length,fork_length,weight,date_processed,stock_1,prob_1,stock_2,prob_2,stock_3,prob_3,container_id,comments_sample,comments_fish_health_lab,comments_protocol
BRN44-D12,U2196,SO,2016-06-10,J03,50.547475,-126.676942,97,101,10.3,2017-10-17,MiddleShuswap,0.5,L_Adams,0.25,Quesnel_Horsef,0.2,BRN44,NA,NA,Sea lice enumeration 2016/10/16 by cvj
BRN44-E12,U2197,SO,2016-06-10,J03,50.547475,-126.676942,110,112,15.2,2017-10-17,Quesnel_Horsef,0.73,McKinley,0.14,L_Adams,0.05,BRN44,NA,NA,Sea lice enumeration 2016/10/16 by cvj
BRN44-F11,U2198,SO,2016-06-10,J03,50.547475,-126.676942,105,108,13.7,2017-10-17,L_Adams,0.62,MiddleShuswap,0.22,Chilko-North,0.07,BRN44,NA,NA,Sea lice enumeration 2016-10-16 by cvj (qa/qc by bmm)
BRN44-E11,U2200,SO,2016-06-10,J03,50.547475,-126.676942,98,104,10.8,2017-10-17,L_Adams,0.91,Seymour,0.03,MiddleShuswap,0.03,BRN44,NA,NA,Sea lice enumeration 2016-10-16 by cvj (qa/qc by bmm)
BRN44-H2,U4391,SO,2016-06-09,D07,50.190683,-125.143138,91,NA,8,2017-10-10,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-G2,U4392,SO,2016-05-23,D09,50.30908,-125.325703,86,NA,7.1,2017-10-10,Little,0.5,L_Shuswap,0.34,L_Adams,0.14,BRN44,NA,NA,NA
BRN44-H4,U4527,SO,2016-05-23,D09,50.30908,-125.325703,92,NA,8.3,2017-10-10,Seymour,1,Scotch,0,Eagle,0,BRN44,NA,NA,NA
BRN44-G4,U4528,SO,2016-05-23,D09,50.30908,-125.325703,92,97,8.2,2017-10-10,Horsefly,0.42,U_Horsefly,0.28,Quesnel_Horsef,0.21,BRN44,NA,NA,NA
BRN44-F4,U4529,SO,2016-05-23,D09,50.30908,-125.325703,84,NA,5.7,2017-10-10,L_Shuswap,1,MiddleShuswap,0,NA,NA,BRN44,NA,NA,Fatty acid sample fell on floor.
BRN44-E4,U4530,SO,2016-05-23,D09,50.30908,-125.325703,89,NA,6.4,2017-10-10,Roaring,1,U_Horsefly,0,NA,NA,BRN44,NA,NA,NA
BRN44-D4,U4531,SO,2016-05-23,D09,50.30908,-125.325703,93,NA,8.9,2017-10-10,L_Adams,0.61,Little,0.25,L_Shuswap,0.13,BRN44,NA,NA,NA
BRN44-C4,U4532,SO,2016-06-01,J02,50.60125,-126.704457,95,NA,9.7,2017-10-10,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-B4,U4533,SO,2016-06-04,J03,50.543029,-126.632233,87,NA,6.7,2017-10-10,Quesnel_Horsef,0.58,Horsefly,0.12,Seymour,0.09,BRN44,NA,NA,NA
BRN44-A4,U4534,SO,2016-06-04,J03,50.543029,-126.632233,105,111,12.4,2017-10-10,Kynock,0.26,Porter_Cr,0.14,Rossette,0.13,BRN44,NA,NA,NA
BRN44-H5,U4535,SO,2016-06-04,J03,50.543029,-126.632233,92,NA,7.7,2017-10-10,L_Shuswap,0.62,L_Adams,0.36,MiddleShuswap,0.02,BRN44,NA,"Very pale gills, and liver. brain was completely white. pale organs in general. gall blader was amber in colour.",NA
BRN44-G5,U4536,SO,2016-06-04,J03,50.543029,-126.632233,91,NA,6.7,2017-10-10,Chilko,0.74,L_Adams,0.18,Chilko_south,0.06,BRN44,NA,NA,Fish fell on floor.
BRN44-H1,U4554,SO,2016-06-09,D07,50.190683,-125.143138,92,98,8.5,2017-10-10,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,"Fish fell off scale , landed on scale sample side"
BRN44-G1,U4555,SO,2016-05-23,D09,50.30908,-125.325703,81,86,5.7,2017-10-10,Little,0.63,Horsefly,0.15,L_Adams,0.08,BRN44,NA,White spot on liver,NA
BRN44-F1,U4556,SO,2016-05-23,D09,50.30908,-125.325703,92,NA,7.5,2017-10-10,L_Shuswap,0.31,L_Adams,0.2,Seymour,0.19,BRN44,NA,"Large spleen, white worm in body cavity",NA
BRN44-E1,U4557,SO,2016-05-23,D09,50.30908,-125.325703,89,NA,6.9,2017-10-10,L_Adams,0.43,L_Shuswap,0.3,Little,0.2,BRN44,fish slid on to sterilized part of bench,NA,Fish slid on to sterilized part of bench
BRN44-D1,U4558,SO,2016-05-23,D09,50.30908,-125.325703,88,93,7.5,2017-10-10,Seymour,0.48,L_Adams,0.27,L_Shuswap,0.2,BRN44,NA,NA,NA
BRN44-C1,U4559,SO,2016-06-01,J02,50.60125,-126.704457,98,104,11.2,2017-10-10,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-B1,U4560,SO,2016-06-04,J03,50.543029,-126.632233,89,93,9.7,2017-10-10,Quesnel_Horsef,0.84,M_Horsefly,0.11,Horsefly,0.04,BRN44,cut for fatty acid sample went a bit deep exposing posterior kidney,Lots of scales missing on both sides,Cut for fatty acid sample went a bit deep exposing posterior kidney
BRN44-A1,U4561,SO,2016-06-04,J03,50.543029,-126.632233,85,90,7,2017-10-10,L_Adams,0.88,L_Shuswap,0.1,Chilko,0.01,BRN44,NA,NA,NA
BRN44-H6,U4562,SO,2016-06-01,D09,50.308769,-125.326765,91,96,8.3,2017-10-11,L_Shuswap,0.97,L_Adams,0.02,Little,0,BRN44,NA,NA,NA
BRN44-G6,U4563,SO,2016-06-01,D09,50.308769,-125.326765,80,84,6.7,2017-10-11,L_Shuswap,1,MiddleShuswap,0,NA,NA,BRN44,NA,NA,NA
BRN44-F6,U4564,SO,2016-06-01,D22,50.24565,-125.396035,84,89,6.6,2017-10-11,L_Adams,0.56,L_Shuswap,0.39,Little,0.02,BRN44,Gill missing from RNA well,NA,Gill missing from RNA well
BRN44-E6,U4565,SO,2016-06-01,D22,50.24565,-125.396035,89,NA,7.7,2017-10-11,L_Adams,0.75,L_Shuswap,0.21,Little,0.02,BRN44,Lost spleen sample,NA,"Lost spleen samples from RNA wells e,d,c,b,a"
BRN44-D6,U4566,SO,2016-05-19,D07,50.191099,-125.138578,88,94,6.7,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,Lost spleen sample,White worm in body cavity,"Lost spleen samples from RNA wells e,d,c,b,a"
BRN44-C6,U4567,SO,2016-05-19,D07,50.191099,-125.138578,84,90,6.7,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,Lost spleen sample,NA,"Lost spleen samples from RNA wells e,d,c,b,a"
BRN44-B6,U4568,SO,2016-05-19,D07,50.191099,-125.138578,83,88,6,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,Lost spleen sample,NA,"Lost spleen samples from RNA wells e,d,c,b,a"
BRN44-A6,U4569,SO,2016-05-19,D07,50.191099,-125.138578,84,NA,6.1,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,Lost spleen sample,Small scratch on back half of belly,"Lost spleen samples from RNA wells e,d,c,b,a"
BRN44-H9,U4570,SO,2016-05-19,D07,50.191099,-125.138578,78,83,4.2,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-G9,U4571,SO,2016-06-07,D09,50.30436,-125.332956,99,104,11.4,2017-10-12,L_Shuswap,0.95,Scotch,0.04,Little,0.01,BRN44,NA,NA,NA
BRN44-F9,U4572,SO,2016-06-07,D09,50.30436,-125.332956,86,92,6.9,2017-10-12,L_Shuswap,0.88,L_Adams,0.07,Chilko-North,0.03,BRN44,NA,NA,NA
BRN44-E9,U4573,SO,2016-06-07,D09,50.30436,-125.332956,87,93,7.3,2017-10-12,Scotch,0.59,L_Shuswap,0.3,L_Adams,0.09,BRN44,NA,NA,NA
BRN44-D9,U4574,SO,2016-06-07,D09,50.30436,-125.332956,90,95,7.9,2017-10-12,Quesnel_Horsef,0.53,L_Adams,0.2,L_Shuswap,0.13,BRN44,NA,NA,NA
BRN44-C9,U4575,SO,2016-06-16,D07,50.191383,-125.143884,98,103,10.2,2017-10-12,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-B9,U4576,SO,2016-06-16,D07,50.191383,-125.143884,95,100,9.4,2017-10-12,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-A9,U4577,SO,2016-06-16,D07,50.191383,-125.143884,94,99,9.2,2017-10-12,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,"One otolith broke, most of it is missing"
BRN44-H3,U4622,SO,2016-06-04,J03,50.543029,-126.632233,81,85,6.2,2017-10-10,L_Adams,0.91,Seymour,0.07,L_Shuswap,0.01,BRN44,brain fell on dissection tray.,Flabellifera on ventral side,Brain fell on dissection tray.
BRN44-G3,U4623,SO,2016-06-04,J03,50.543029,-126.632233,95,100,8.9,2017-10-10,L_Shuswap,0.99,L_Adams,0.01,MiddleShuswap,0,BRN44,NA,Flabellifera on dorsal side,NA
BRN44-F3,U4624,SO,2016-06-04,J03,50.543029,-126.632233,89,NA,8.6,2017-10-10,Mitchell,0.92,Quesnel_Horsef,0.04,Quesnel_Decept,0.02,BRN44,NA,NA,NA
BRN44-E3,U4625,SO,2016-06-04,J03,50.543029,-126.632233,81,86,5.8,2017-10-10,Chilko,0.92,Pinchi_Cr,0.03,Chilko_south,0.01,BRN44,NA,NA,NA
BRN44-D3,U4626,SO,2016-06-01,D09,50.308769,-125.326765,85,89,7.1,2017-10-11,Scotch,1,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-C3,U4627,SO,2016-06-01,D09,50.308769,-125.326765,91,NA,7.7,2017-10-11,L_Shuswap,0.78,L_Adams,0.18,Little,0.03,BRN44,NA,NA,Stomach broke in half
BRN44-B3,U4628,SO,2016-06-01,D09,50.308769,-125.326765,91,96,7.7,2017-10-11,L_Adams,0.94,L_Shuswap,0.06,Scotch,0,BRN44,NA,NA,NA
BRN44-A3,U4629,SO,2016-06-01,D22,50.24565,-125.396035,89,94,7,2017-10-11,L_Adams,0.83,L_Shuswap,0.11,Little,0.06,BRN44,NA,NA,NA
BRN44-H7,U4630,SO,2016-06-01,D22,50.24565,-125.396035,88,92,7.9,2017-10-11,L_Adams,0.93,Horsefly,0.04,Scotch,0.02,BRN44,NA,NA,NA
BRN44-G7,U4631,SO,2016-06-01,D22,50.24565,-125.396035,91,95,7.6,2017-10-11,Scotch,0.97,L_Adams,0.02,L_Shuswap,0,BRN44,NA,Ventral lesion between pectoral & pelvic fins,NA
BRN44-F7,U4632,SO,2016-05-19,D07,50.191099,-125.138578,85,NA,6.3,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-F2,U4633,SO,2016-05-23,D09,50.30908,-125.325703,99,NA,11,2017-10-10,Middle,0.3,FiveMile,0.28,Kynock,0.09,BRN44,NA,NA,NA
BRN44-E2,U4634,SO,2016-05-23,D09,50.30908,-125.325703,87,NA,7.3,2017-10-10,Little,0.85,L_Adams,0.12,Fennell,0.02,BRN44,NA,NA,NA
BRN44-D2,U4635,SO,2016-06-01,D09,50.308769,-125.326765,89,NA,8.3,2017-10-11,L_Shuswap,0.82,L_Adams,0.09,Scotch,0.07,BRN44,NA,NA,NA
BRN44-C2,U4636,SO,2016-06-01,D09,50.308769,-125.326765,93,98,9.2,2017-10-11,L_Shuswap,1,L_Adams,0,MiddleShuswap,0,BRN44,NA,NA,Heart touched chamois
BRN44-B2,U4637,SO,2016-06-01,D22,50.24565,-125.396035,79,NA,5.5,2017-10-11,Nahatlatch,1,NA,NA,NA,NA,BRN44,NA,NA,1 otolith
BRN44-A2,U4638,SO,2016-06-01,D22,50.24565,-125.396035,94,99,8.4,2017-10-11,Scotch,0.94,L_Adams,0.04,L_Shuswap,0.01,BRN44,NA,NA,NA
BRN44-H12,U4639,SO,2016-06-16,D07,50.191383,-125.143884,99,NA,9.9,2017-10-12,NA,NA,NA,NA,NA,NA,BRN44,NA,Knick out of rear dorsal area,NA
BRN44-G12,U4640,SO,2016-06-16,D07,50.191383,-125.143884,90,95,8.1,2017-10-12,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,1 otolith
BRN44-F5,U4657,SO,2016-06-01,D09,50.308769,-125.326765,92,98,7.7,2017-10-11,L_Shuswap,0.83,L_Adams,0.11,Chilko,0.04,BRN44,NA,"Lesion on bottom, cut, slash",NA
BRN44-E5,U4658,SO,2016-06-01,D09,50.308769,-125.326765,96,101,10.8,2017-10-11,Horsefly,0.78,L_Adams,0.15,Little,0.04,BRN44,NA,Small pin lesion spot on right,NA
BRN44-D5,U4659,SO,2016-06-01,D09,50.308769,-125.326765,90,94,7.6,2017-10-11,L_Shuswap,0.91,L_Adams,0.06,Little,0.02,BRN44,NA,NA,NA
BRN44-C5,U4660,SO,2016-06-01,D22,50.24565,-125.396035,84,NA,5.9,2017-10-11,L_Adams,0.5,Little,0.28,L_Shuswap,0.15,BRN44,NA,NA,NA
BRN44-B5,U4661,SO,2016-06-01,D22,50.24565,-125.396035,87,NA,6.7,2017-10-11,Chilko,0.97,L_Adams,0.02,Little,0,BRN44,NA,Hemorraghing gills,NA
BRN44-A5,U4662,SO,2016-06-01,D22,50.24565,-125.396035,83,87,6.2,2017-10-11,L_Shuswap,0.99,MiddleShuswap,0,L_Adams,0,BRN44,NA,NA,NA
BRN44-H8,U4663,SO,2016-05-19,D07,50.191099,-125.138578,80,85,5.2,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-G8,U4664,SO,2016-05-19,D07,50.191099,-125.138578,81,85,5.1,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-F8,U4665,SO,2016-05-19,D07,50.191099,-125.138578,86,NA,5.9,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-E8,U4666,SO,2016-05-19,D07,50.191099,-125.138578,77,82,5,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,Lesion near vent,NA
BRN44-D8,U4667,SO,2016-05-19,D07,50.191099,-125.138578,85,NA,5.8,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-C8,U4668,SO,2016-05-19,D07,50.191099,-125.138578,79,83,5.1,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-B8,U4669,SO,2016-05-19,D07,50.191099,-125.138578,91,94,6.5,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-A8,U4670,SO,2016-05-19,D07,50.191099,-125.138578,86,NA,5.7,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-H11,U4671,SO,2016-06-07,D09,50.30436,-125.332956,92,97,7.6,2017-10-11,Little,0.62,L_Adams,0.34,L_Shuswap,0.03,BRN44,NA,NA,NA
BRN44-G11,U4672,SO,2016-06-07,D09,50.30436,-125.332956,90,95,7.1,2017-10-11,L_Shuswap,0.97,Scotch,0.02,MiddleShuswap,0,BRN44,NA,NA,NA
BRN44-E7,U4681,SO,2016-05-19,D07,50.191099,-125.138578,89,94,7.4,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,Kidney touched dissection tray,NA,Kidney touched dissection tray
BRN44-D7,U4682,SO,2016-05-19,D07,50.191099,-125.138578,85,90,6.2,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-C7,U4683,SO,2016-05-19,D07,50.191099,-125.138578,81,85,5.5,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,NA
BRN44-B7,U4684,SO,2016-05-19,D07,50.191099,-125.138578,76,NA,4.7,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,1 otolith
BRN44-A7,U4685,SO,2016-05-19,D07,50.191099,-125.138578,83,88,5.3,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,heart touched dissection tray,NA,Heart touched dissection tray
BRN44-H10,U4686,SO,2016-05-19,D07,50.191099,-125.138578,76,80,5.1,2017-10-11,NA,NA,NA,NA,NA,NA,BRN44,outside foreceps touched brain,NA,Outside foreceps touched brain
BRN44-G10,U4687,SO,2016-06-07,D09,50.30436,-125.332956,92,97,8.7,2017-10-11,L_Shuswap,0.86,L_Adams,0.06,Little,0.06,BRN44,NA,NA,NA
BRN44-F10,U4688,SO,2016-06-07,D09,50.30436,-125.332956,89,NA,7.6,2017-10-12,L_Shuswap,0.86,L_Adams,0.12,Little,0.02,BRN44,NA,NA,1 broken otolith
BRN44-E10,U4689,SO,2016-06-07,D09,50.30436,-125.332956,106,112,13.3,2017-10-12,Scotch,0.99,Seymour,0.01,Little,0,BRN44,brain fell on tray,NA,Brain fell on tray
BRN44-D10,U4690,SO,2016-06-07,D09,50.30436,-125.332956,87,91,6.9,2017-10-12,Scotch,1,Seymour,0,Eagle,0,BRN44,NA,NA,NA
BRN44-C10,U4691,SO,2016-06-16,D07,50.191383,-125.143884,111,117,16.5,2017-10-12,NA,NA,NA,NA,NA,NA,BRN44,brain fell on coolrack,NA,Brain fell on coolrack
BRN20-H1,U2513,PI,2015-06-07,D07,50.1915,-125.14292,87,92,9.1,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-G1,U2514,PI,2015-06-22,D09,50,-125,105,110,12.6,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-F1,U2515,PI,2015-06-22,D09,50,-125,91,96,8.7,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-E1,U2516,PI,2015-06-22,D09,50,-125,110,NA,15.9,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-D1,U2517,PI,2015-06-09,D07,50.19077,-125.14249,96,NA,10.6,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-C1,U2518,PI,2015-06-23,J09,50.54414,-126.81843,123,129,25,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-B1,U2519,PI,2015-06-23,J09,50.54414,-126.81843,131,138,24.1,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-A1,U2520,PI,2015-06-23,J09,50.54414,-126.81843,126,132,25,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-H5,U2521,PI,2015-06-16,J09,50.54327,-126.81252,129,NA,24.1,2016-12-13,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-G5,U2522,PI,2015-06-16,J09,50.54327,-126.81252,115,120,17.4,2016-12-13,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-F5,U2523,PI,2015-06-19,J09,50.54362,-126.81951,121,127,20.2,2016-12-13,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-E5,U2524,PI,2015-06-19,J09,50.54362,-126.81951,127,132,23.6,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,Only one otolith
BRN20-D5,U2525,PI,2015-06-07,D07,50.1915,-125.14292,95,100,10.2,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-C5,U2526,PI,2015-06-13,D07,50.19051,-125.1444,101,106,12.3,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-B5,U2527,PI,2015-07-14,D09,50.30717,-125.33303,119,125,17.5,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-A5,U2528,PI,2015-05-21,D07,50.18217,-125.1493,84,NA,7.1,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-H8,U2529,PI,2015-06-13,D07,50.19051,-125.1444,99,NA,11.1,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-G8,U2530,PI,2015-06-07,D07,50.1915,-125.14292,93,98,9.7,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-F8,U2531,PI,2015-06-07,J09,50.539,-126.7781,119,124,18.7,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-E8,U2532,PI,2015-06-07,J09,50.539,-126.7781,117,122,16.5,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,Bloody vent,NA
BRN20-D8,U2533,PI,2015-06-07,J09,50.539,-126.7781,123,129,18.9,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-H3,U2637,PI,2015-06-16,J02,50.59549,-126.69036,97,NA,9.2,2016-12-06,NA,NA,NA,NA,NA,NA,BRN20,NA,Pale liver; tiny spleen,1 otolith
BRN20-G3,U2638,PI,2015-06-16,J02,50.59549,-126.69036,106,NA,13.1,2016-12-06,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-F3,U2639,PI,2015-06-16,J02,50.59549,-126.69036,94,NA,9,2016-12-06,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,1 otolith
BRN20-E3,U2640,PI,2015-06-16,J02,50.59549,-126.69036,94,NA,9.7,2016-12-06,NA,NA,NA,NA,NA,NA,BRN20,Fish fell on floor,NA,Fish fell on floor before any cuts made; broken otolith
BRN20-D3,U2641,PI,2015-06-16,J02,50.59549,-126.69036,105,NA,11.7,2016-12-06,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-C3,U2642,PI,2015-06-16,J09,50.54327,-126.81252,121,126,17.3,2016-12-08,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-B3,U2643,PI,2015-06-16,J09,50.54327,-126.81252,115,NA,15.1,2016-12-08,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-A3,U2644,PI,2015-06-16,J09,50.54327,-126.81252,112,NA,13.5,2016-12-08,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-B12,U2658,PI,2015-06-19,J02,50.60263,-126.70188,121,126,19.8,2017-01-05,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,1 broken otolith
BRN20-A12,U2659,PI,2015-06-19,J02,50.60263,-126.70188,101,105,11.5,2017-01-05,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-H2,U2834,PI,2015-06-22,D09,50,-125,108,NA,13.8,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-G2,U2835,PI,2015-06-22,D09,50,-125,115,119,12.9,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,Nematode parasite. lesions from sea lice.,NA
BRN20-F2,U2836,PI,2015-06-22,D09,50,-125,97,111,10.8,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-E2,U2837,PI,2015-06-22,D09,50,-125,113,117,12.9,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-D2,U2838,PI,2015-06-09,D09,50.30734,-125.33514,118,122,18.4,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-C2,U2839,PI,2015-06-09,D07,50.19077,-125.14249,90,95,10,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-B2,U2840,PI,2015-06-23,J09,50.54414,-126.81843,134,139,27,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,Large liver.,NA
BRN20-A2,U2841,PI,2015-06-23,J09,50.54414,-126.81843,123,128,20.4,2016-12-04,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-H4,U2842,PI,2015-06-16,J02,50.59549,-126.69036,102,106,12.6,2016-12-05,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-G4,U2843,PI,2015-06-16,J02,50.59549,-126.69036,96,100,9.3,2016-12-05,NA,NA,NA,NA,NA,NA,BRN20,NA,"Redness, maybe bleeding, around the brain.",NA
BRN20-F4,U2844,PI,2015-06-16,J02,50.59549,-126.69036,89,NA,8.8,2016-12-05,NA,NA,NA,NA,NA,NA,BRN20,NA,Pale liver,Only one otolith found.
BRN20-E4,U2845,PI,2015-06-16,J02,50.59549,-126.69036,99,NA,9.9,2016-12-05,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-D4,U2846,PI,2015-06-16,J02,50.59549,-126.69036,99,104,11.1,2016-12-05,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,Only one otolith found.
BRN20-C4,U2847,PI,2015-06-16,J09,50.54327,-126.81252,108,112,12.7,2016-12-13,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-B4,U2848,PI,2015-06-16,J09,50.54327,-126.81252,121,125,17.3,2016-12-13,NA,NA,NA,NA,NA,NA,BRN20,Heart sample missing (fell and lost),NA,"Heart sample missing, fell and lost."
BRN20-A4,U2849,PI,2015-06-16,J09,50.54327,-126.81252,117,122,16,2016-12-13,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-H6,U2850,PI,2015-06-16,J09,50.54327,-126.81252,127,132,24.9,2016-12-13,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-G6,U2851,PI,2015-06-19,J09,50.54362,-126.81951,119,NA,18.1,2016-12-13,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-F6,U2852,PI,2015-06-19,J09,50.54362,-126.81951,127,133,22.8,2016-12-13,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-E6,U2853,PI,2015-06-19,J09,50.54362,-126.81951,133,NA,25.6,2016-12-14,NA,NA,NA,NA,NA,NA,BRN20,NA,"Large spleen, pale liver and heart.",NA
BRN20-D6,U2854,PI,2015-06-19,J09,50.54362,-126.81951,117,122,17.5,2016-12-14,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-C6,U2855,PI,2015-06-19,J09,50.54362,-126.81951,127,132,23.1,2016-12-14,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-B6,U2856,PI,2015-06-19,J09,50.54362,-126.81951,121,126,18,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-A6,U2857,PI,2015-06-19,J09,50.54362,-126.81951,117,NA,16.7,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-H7,U2858,PI,2015-06-19,J09,50.54362,-126.81951,122,127,18.8,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-G7,U2859,PI,2015-05-21,D07,50.18217,-125.1493,83,87,6.8,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,Pale gills and heart.,NA
BRN20-F7,U2860,PI,2015-06-13,D07,50.19051,-125.1444,99,103,9.7,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-E7,U2861,PI,2015-06-07,D07,50.1915,-125.14292,93,NA,9,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,Pale heart.,NA
BRN20-D7,U2862,PI,2015-06-07,D07,50.1915,-125.14292,99,103,10.5,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-C7,U2863,PI,2015-06-07,D07,50.1915,-125.14292,94,NA,8.9,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,Only one broken otolith found.
BRN20-B7,U2864,PI,2015-06-07,J09,50.539,-126.7781,127,132,22.6,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,NA,NA
BRN20-A7,U2865,PI,2015-06-07,J09,50.539,-126.7781,106,111,11.6,2016-12-15,NA,NA,NA,NA,NA,NA,BRN20,NA,Pale liver and heart.,NA
