ufn,semsp_id,date_processed,cwt,adipose,weight,standard_length,fork_length,length delta,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,qc_data
U1139,2015-05-27-J10-SO-25,2016-01-21,none,none,9.5,NA,107,NA,NA,Brain dropped in an empty cool rack slot,NA,KI,full work-up 1,CK
U1140,2015-06-20-J04-SO-2,2016-01-21,none,none,19,NA,131,NA,NA,NA,NA,KI,full work-up 1,CK
U1144,2015-06-20-J04-SO-8,2016-01-21,none,none,11.2,NA,96,NA,NA,"Kidney samples are in same RNA vial (tray set 10, h4); correct location of otolith sample unverified due to duplicates in data entry",NA,CK,full work-up 1,CK
U1145,2015-06-20-J04-SO-14,2016-01-21,none,none,20.6,NA,120,NA,NA,"Kidney samples are in same RNA vial (tray set 10, h4); correct location of otolith sample unverified due to duplicates in data entry",NA,CK,full work-up 1,CK
U1146,2015-06-15-J04-SO-5,2016-01-21,none,none,18.2,NA,120,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1151,2015-06-20-J04-SO-13,2016-01-21,none,none,15.8,NA,110,NA,NA,NA,NA,DS,full work-up 1,CK
U1152,2015-06-20-J04-SO-11,2016-01-21,none,none,21.9,NA,124,NA,NA,NA,NA,DS,full work-up 1,CK
U1153,2015-06-15-J04-SO-1,2016-01-21,none,none,12.2,NA,105,NA,NA,NA,NA,DS,full work-up 1,CK
U1161,2015-06-20-J04-SO-9,2016-01-21,none,none,23.9,NA,140,NA,NA,NA,NA,KI,full work-up 1,CK
U1162,2015-06-20-J04-SO-1,2016-01-21,none,none,16.4,NA,114,NA,NA,NA,Brain hemorhagged,KI,full work-up 1,CK
U1163,2015-06-20-J04-SO-4,2016-01-21,none,none,21.6,NA,122,NA,NA,NA,Lg lesion on left side under doral fin,KI,full work-up 1,CK
U1164,2015-06-20-J07-SO-21,2016-01-21,none,none,19,NA,115,NA,NA,NA,NA,KI,full work-up 1,CK
U1147,2015-06-15-J04-SO-6,2016-01-22,none,none,14.7,NA,111,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1148,2015-06-15-J04-SO-2,2016-01-22,none,none,16.5,NA,116,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1149,2015-06-23-J03-SO-1,2016-01-22,none,none,17.2,NA,114,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1150,2015-06-23-J03-SO-8,2016-01-22,none,none,23.7,NA,139,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1154,2015-06-15-J04-SO-7,2016-01-22,none,none,16,NA,114,NA,NA,NA,NA,DS,full work-up 1,CK
U1155,2015-06-20-J07-SO-19,2016-01-22,none,none,17.2,NA,115,NA,NA,NA,NA,DS,full work-up 1,CK
U1156,2015-06-20-J07-SO-23,2016-01-22,none,none,13.3,NA,106,NA,NA,NA,NA,DS,full work-up 1,CK
U1157,2015-06-20-J07-SO-18,2016-01-22,none,none,15.1,NA,106,NA,NA,NA,NA,DS,full work-up 1,CK
U1165,2015-06-15-J04-SO-4,2016-01-22,none,none,17.7,NA,122,NA,NA,NA,NA,KI,full work-up 1,CK
U1166,2015-06-23-J03-SO-10,2016-01-22,none,none,15.9,NA,118,NA,NA,NA,NA,KI,full work-up 1,CK
U1171,2015-06-15-J04-SO-3,2016-01-22,none,none,16.6,NA,111,NA,NA,NA,NA,LP,full work-up 1,CK
U1172,2015-06-23-J03-SO-2,2016-01-22,none,none,16.9,NA,120,NA,NA,NA,NA,LP,full work-up 1,CK
U1173,2015-06-20-J07-SO-17,2016-01-22,none,none,18.6,NA,120,NA,NA,NA,NA,LP,full work-up 1,CK
U1191,2015-06-20-J07-SO-22,2016-01-22,none,none,23,NA,128,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1158,2015-06-23-J03-SO-7,2016-01-25,none,none,23.1,NA,128,NA,NA,NA,1 otolith cracked,DS,full work-up 1,CK
U1159,2015-06-23-J03-SO-9,2016-01-25,none,none,20.3,NA,122,NA,NA,NA,1 otolith cracked,DS,full work-up 1,CK
U1160,2015-06-20-J07-SO-14,2016-01-25,none,none,20.4,NA,121,NA,NA,NA,NA,DS,full work-up 1,CK
U1167,2015-06-23-J03-SO-12,2016-01-25,none,none,17.4,NA,118,NA,NA,NA,Lesion on dorsal surface posterior to dorsal fin,KI,full work-up 1,CK
U1168,2015-06-20-J07-SO-7,2016-01-25,none,none,13.8,NA,115,NA,NA,NA,NA,KI,full work-up 1,CK
U1169,2015-06-20-J07-SO-13,2016-01-25,none,none,20.2,NA,126,NA,NA,NA,NA,KI,full work-up 1,CK
U1192,2015-06-23-J03-SO-11,2016-01-25,none,none,24.1,NA,140,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1193,2015-06-20-J07-SO-16,2016-01-25,none,none,14.5,NA,110,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1194,2015-05-31-J04-SO-22,2016-01-25,none,none,17.9,NA,110,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1201,2015-05-31-J04-SO-23,2016-01-25,none,none,8.9,NA,95,NA,NA,NA,NA,DS,full work-up 1,CK
U1170,2015-05-31-J04-SO-29,2016-01-26,none,none,9.7,NA,108,NA,NA,NA,Nematode present,KI,full work-up 1,KI
U1174,2015-05-31-J04-SO-21,2016-01-26,none,none,15.9,NA,113,NA,NA,NA,Pale liver and heart,LP,full work-up 1,KI
U1175,2015-05-31-J04-SO-17,2016-01-26,none,none,12.1,NA,104,NA,NA,NA,Red flesh,LP,full work-up 1,KI
U1176,2015-06-14-J05-SO-26,2016-01-26,none,none,16.9,NA,115,NA,NA,NA,NA,LP,full work-up 1,KI
U1177,2015-06-15-J10-SO-3,2016-01-26,none,none,21.1,NA,129,NA,NA,NA,One oto,LP,full work-up 1,KI
U1178,2015-06-15-J10-SO-15,2016-01-26,none,none,19.6,NA,125,NA,NA,NA,Red flesh,LP,full work-up 1,KI
U1179,2015-06-15-J10-SO-13,2016-01-26,none,none,17.3,NA,113,NA,NA,NA,Large fish pred scar,LP,full work-up 1,KI
U1195,2015-05-31-J04-SO-28,2016-01-26,none,none,10.8,NA,103,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1196,2015-05-31-J04-SO-25,2016-01-26,none,none,14,NA,110,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1197,2015-06-15-J10-SO-14,2016-01-26,none,none,13.2,NA,117,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1198,2015-06-15-J10-SO-2,2016-01-26,none,none,14.1,NA,108,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1199,2015-06-15-J10-SO-1,2016-01-26,none,none,15.4,NA,109,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1200,2015-06-15-J10-SO-11,2016-01-26,none,none,13.7,NA,108,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1202,2015-05-31-J04-SO-18,2016-01-26,none,none,14.6,NA,111,NA,NA,NA,NA,DS,full work-up 1,KI
U1203,2015-05-31-J04-SO-26,2016-01-26,none,none,10.4,NA,100,NA,NA,NA,NA,DS,full work-up 1,KI
U1204,2015-05-31-J04-SO-19,2016-01-26,none,none,9.1,NA,93,NA,NA,NA,NA,DS,full work-up 1,KI
U1205,2015-06-15-J10-SO-12,2016-01-26,none,none,15.3,NA,112,NA,NA,NA,NA,DS,full work-up 1,KI
U1211,2015-06-15-J10-SO-5,2016-01-26,none,none,16.1,NA,113,NA,NA,NA,NA,KI,full work-up 1,KI
U1212,2015-06-15-J10-SO-10,2016-01-26,none,none,17.2,NA,122,NA,NA,NA,NA,KI,full work-up 1,KI
U1213,2015-05-24-J02-SO-4,2016-01-26,none,none,11.8,NA,107,NA,NA,NA,NA,KI,full work-up 1,KI
U1221,2015-05-24-J02-SO-6,2016-01-26,none,none,11.2,NA,NA,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1180,2015-05-24-J02-SO-9,2016-01-27,none,none,14.1,NA,116,NA,NA,NA,NA,LP,full work-up 1,DS
U1206,2015-05-24-J02-SO-10,2016-01-27,none,none,10.8,NA,110,NA,NA,NA,NA,DS,full work-up 1,CK
U1207,2015-05-24-J02-SO-11,2016-01-27,none,none,10.4,NA,106,NA,NA,1 cal cope not retained,NA,DS,full work-up 1,CK
U1208,2015-05-24-J02-SO-2,2016-01-27,none,none,NA,NA,104,NA,NA,NA,NA,DS,full work-up 1,CK
U1209,2015-06-14-J05-SO-30,2016-01-27,none,none,13.4,NA,110,NA,NA,NA,NA,DS,full work-up 1,CK
U1210,2015-06-14-J05-SO-27,2016-01-27,none,none,12.3,NA,104,NA,NA,NA,NA,DS,full work-up 1,CK
U1214,2015-05-24-J02-SO-3,2016-01-27,none,none,12.2,NA,114,NA,NA,"Fork length approximate, missing causal fin",NA,KI,full work-up 1,DS
U1215,2015-05-24-J02-SO-5,2016-01-27,none,none,11.8,NA,110,NA,NA,"Fork length approximate, missing causal fin",NA,KI,full work-up 1,DS
U1216,2015-05-24-J02-SO-15,2016-01-27,none,none,9.6,NA,103,NA,NA,NA,NA,KI,full work-up 1,DS
U1217,2015-06-14-J05-SO-22,2016-01-27,none,none,12.1,NA,104,NA,NA,NA,NA,KI,full work-up 1,DS
U1218,2015-06-14-J05-SO-28,2016-01-27,none,none,17.1,NA,117,NA,NA,NA,NA,KI,full work-up 1,DS
U1219,2015-06-14-J05-SO-25,2016-01-27,none,none,11.3,NA,112,NA,NA,NA,NA,KI,full work-up 1,DS
U1220,2015-06-15-J03-SO-14,2016-01-27,none,none,14,NA,116,NA,NA,1 cal cope not retained,NA,KI,full work-up 1,DS
U1222,2015-05-24-J02-SO-8,2016-01-27,none,none,10.1,NA,90,NA,NA,"Fork length approximate, missing causal fin; correct location of otolith sample unverified due to duplicates in data entry",NA,CK,full work-up 1,KI
U1223,2015-06-14-J05-S0-29,2016-01-27,none,none,12.5,NA,100,NA,NA,"Fork length approximate, missing causal fin; correct location of otolith sample unverified due to duplicates in data entry",NA,CK,full work-up 1,KI
U1224,2015-06-14-J05-S0-23,2016-01-27,none,none,17.1,NA,125,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1225,2015-06-15-J03-S0-6,2016-01-27,none,none,24.4,NA,128,NA,NA,One intact otolith; correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1231,2015-06-14-J05-SO-24,2016-01-27,none,none,15.5,NA,113,NA,NA,NA,NA,LP,full work-up 1,DS
U1241,2015-06-14-J05-SO-21,2016-01-27,none,none,14.4,NA,113,NA,NA,NA,NA,DS,full work-up 1,CK
U1242,2015-06-15-J03-SO-12,2016-01-27,none,none,16.8,NA,116,NA,NA,NA,Very pale organs,DS,full work-up 1,CK
U1243,2015-06-15-J03-SO-7,2016-01-27,none,none,13.1,NA,106,NA,NA,1 cal cope not retained,No scales on back half of fish,DS,full work-up 1,CK
U1251,2015-06-15-J03-SO-9,2016-01-27,none,none,17.6,NA,119,NA,NA,NA,NA,KI,full work-up 1,DS
U1226,2015-06-15-J03-SO-5,2016-01-28,none,none,15.6,NA,116,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1227,2015-06-15-J03-SO-2,2016-01-28,none,none,18.5,NA,127,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1228,2015-06-08-J04-SO-10,2016-01-28,none,none,12.4,NA,107,NA,NA,No brain sample; correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1229,2015-06-08-J04-SO-13,2016-01-28,none,none,16.4,NA,115,NA,NA,One otolith collected; correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1230,2015-06-08-J04-SO-14,2016-01-28,none,none,16.8,NA,114,NA,NA,One cal chal  a not collected; correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1232,2015-06-15-J03-SO-10,2016-01-28,none,none,14.1,NA,110,NA,NA,NA,NA,LP,full work-up 1,KI
U1233,2015-06-16-J01-SO-18,2016-01-28,none,none,14.4,NA,112,NA,NA,NA,NA,LP,full work-up 1,KI
U1234,2015-06-16-J01-SO-25,2016-01-28,none,none,11.1,NA,90,NA,NA,NA,NA,LP,full work-up 1,KI
U1244,2015-06-08-J04-SO-12,2016-01-28,none,none,13.9,NA,108,NA,NA,NA,NA,DS,full work-up 1,KI
U1245,2015-06-08-J04-SO-11,2016-01-28,none,none,13.4,NA,108,NA,NA,NA,NA,DS,full work-up 1,KI
U1246,2015-06-08-J04-SO-5,2016-01-28,none,none,14.2,NA,106,NA,NA,NA,NA,DS,full work-up 1,KI
U1252,2015-06-15-J03-SO-8,2016-01-28,none,none,17,NA,129,NA,NA,NA,NA,KI,full work-up 1,DS
U1253,2015-06-15-J03-SO-13,2016-01-28,none,none,14.3,NA,110,NA,NA,Brain fell on chamois,NA,KI,full work-up 1,DS
U1254,2015-06-16-J01-SO-29,2016-01-28,none,none,11.4,NA,102,NA,NA,NA,NA,KI,full work-up 1,DS
U1255,2015-06-16-J01-SO-30,2016-01-28,none,none,17,NA,122,NA,NA,NA,NA,KI,full work-up 1,DS
U1261,2015-06-08-J04-SO-8,2016-01-28,none,none,18.6,NA,115,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,KI
U1247,2015-06-16-J01-SO-27,2016-01-29,none,none,18.5,NA,116,NA,NA,NA,NA,DS,full work-up 1,CK
U1248,2015-06-16-J01-SO-24,2016-01-29,none,none,13.6,NA,102,NA,NA,NA,NA,DS,full work-up 1,CK
U1249,2015-05-22-J04-SO-28,2016-01-29,none,none,13.7,NA,101,NA,NA,From JS thawed sample event,NA,DS,full work-up 1,CK
U1250,2015-06-08-J03-SO-13,2016-01-29,none,none,9.2,NA,96,NA,NA,NA,NA,DS,full work-up 1,CK
U1256,2015-06-08-J04-SO-1,2016-01-29,none,none,16.3,NA,112,NA,NA,NA,NA,KI,full work-up 1,CK
U1257,2015-06-08-J04-SO-7,2016-01-29,none,none,15.9,NA,112,NA,NA,NA,NA,KI,full work-up 1,CK
U1258,2015-06-16-J01-SO-20,2016-01-29,none,none,15.1,NA,106,NA,NA,NA,NA,KI,full work-up 1,CK
U1259,2015-05-22-J04-SO-22,2016-01-29,none,none,NA,NA,102,NA,NA,From JS thawed sample event,NA,KI,full work-up 1,CK
U1260,2015-06-08-J03-SO-15,2016-01-29,none,none,15.2,NA,115,NA,NA,NA,NA,KI,full work-up 1,CK
U1262,2015-06-08-J04-SO-3,2016-01-29,none,none,15.7,NA,110,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1263,2015-06-16-J01-SO-28,2016-01-29,none,none,13.8,NA,101,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1264,2015-06-16-J01-SO-21,2016-01-29,none,none,9.7,NA,93,NA,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,full work-up 1,CK
U1265,2015-06-16-J01-SO-23,2016-01-29,none,none,15.1,NA,108,NA,NA,NA,Small liver,CK,full work-up 1,CK
U1266,2015-06-08-J03-SO-9,2016-01-29,none,none,11,NA,101,NA,NA,NA,NA,CK,full work-up 1,CK
U1235,2015-06-08-J03-SO-8,2016-02-01,none,none,8.4,NA,99,NA,NA,NA,NA,LP,full work-up 1,KI
U1236,2015-06-08-J03-SO-1,2016-02-01,none,none,9.5,NA,97,NA,NA,NA,NA,LP,full work-up 1,KI
U1237,2015-06-16-J09-SO-9,2016-02-01,none,none,11.7,NA,107,NA,NA,NA,NA,LP,full work-up 1,KI
U1238,2015-06-16-J09-SO-7,2016-02-01,none,none,18.8,NA,117,NA,NA,NA,NA,LP,full work-up 1,KI
U1267,2015-06-08-J03-SO-14,2016-02-01,none,none,8.8,NA,92,NA,NA,NA,NA,CK,full work-up 1,DS
U1271,2015-06-08-J03-SO-11,2016-02-01,none,none,15.1,NA,110,NA,NA,NA,NA,DS,full work-up 1,LP
U1272,2015-06-08-J03-SO-6,2016-02-01,none,none,12.5,NA,105,NA,NA,1 cal chal a not retained,NA,DS,full work-up 1,LP
U1273,2015-06-16-J09-SO-6,2016-02-01,none,none,NA,NA,108,NA,NA,NA,NA,DS,full work-up 1,LP
U1274,2015-06-16-J09-SO-4,2016-02-01,none,none,16.5,NA,115,NA,NA,NA,NA,DS,full work-up 1,LP
U1275,2015-06-16-J09-SO-13,2016-02-01,none,none,20.3,NA,122,NA,NA,NA,Cracked otolith,DS,full work-up 1,LP
U1276,2015-06-16-J09-SO-3,2016-02-01,none,none,12.7,NA,106,NA,NA,1 cal cope not retained,"1 otolith, several open lesions",DS,full work-up 1,LP
U1277,2015-06-09-J02-SO-22,2016-02-01,none,none,20.2,NA,118,NA,NA,NA,NA,DS,full work-up 1,LP
U1281,2015-06-08-J03-SO-4,2016-02-01,none,none,12.8,NA,106,NA,NA,NA,1 oto,KI,full work-up 1,DS
U1282,2015-06-08-J03-SO-3,2016-02-01,none,none,9.6,NA,96,NA,NA,NA,NA,KI,full work-up 1,DS
U1283,2015-06-16-J09-SO-12,2016-02-01,none,none,16.2,NA,107,NA,NA,Spleen fell on chamios,NA,KI,full work-up 1,DS
U1284,2015-06-16-J09-SO-14,2016-02-01,none,none,17.7,NA,127,NA,NA,NA,NA,KI,full work-up 1,DS
U1285,2015-06-16-J09-SO-8,2016-02-01,none,none,15.6,NA,105,NA,NA,NA,NA,KI,full work-up 1,DS
U1286,2015-06-16-J09-SO-10,2016-02-01,none,none,13.5,NA,107,NA,NA,Brain fell on clean part of chamios,NA,KI,full work-up 1,DS
U1239,2015-06-09-J02-SO-24,2016-02-02,none,none,14.4,NA,111,NA,NA,NA,NA,LP,full work-up 1,LP
U1240,2015-06-09-J02-SO-20,2016-02-02,none,none,17.9,NA,117,NA,NA,NA,NA,LP,full work-up 1,LP
U1268,2015-06-09-J02-SO-29,2016-02-02,none,none,15.2,NA,110,NA,NA,NA,Very pale liver,CK,full work-up 1,LP
U1269,2015-06-09-J02-SO-21,2016-02-02,none,none,13.6,NA,103,NA,NA,One cal chal a not retained,NA,CK,full work-up 1,LP
U1270,2015-06-16-J02-SO-6,2016-02-02,none,none,18.4,NA,110,NA,NA,NA,NA,CK,full work-up 1,LP
U1278,2015-06-09-J02-SO-27,2016-02-02,none,none,14.2,NA,99,NA,NA,NA,NA,DS,full work-up 1,LP
U1279,2015-06-09-J02-SO-23,2016-02-02,none,none,11.8,NA,101,NA,NA,NA,"Dark red coloration dispersed over liver and pyloric ceca, hemorhagging near anal fin",DS,full work-up 1,LP
U1280,2015-06-09-J02-SO-28,2016-02-02,none,none,17.8,NA,114,NA,NA,NA,1 otolith,DS,full work-up 1,LP
U1287,2015-06-09-J02-SO-30,2016-02-02,none,none,16.6,NA,113,NA,NA,NA,NA,KI,full work-up 1,LP
U1288,2015-06-16-J02-SO-4,2016-02-02,none,none,22,NA,117,NA,NA,Heart fell on chamois,NA,KI,full work-up 1,LP
U1289,2015-06-07-J08-SO-6,2016-02-02,none,none,11.2,NA,101,NA,NA,NA,NA,KI,full work-up 1,LP
U1290,2015-06-07-J08-SO-8,2016-02-02,none,none,10.9,NA,95,NA,NA,NA,NA,KI,full work-up 1,LP
U1291,2015-06-09-J02-SO-19,2016-02-02,none,none,12.1,NA,104,NA,NA,NA,NA,LP,full work-up 1,LP
U1292,2015-06-16-J02-SO-5,2016-02-02,none,none,19.8,NA,116,NA,NA,NA,NA,LP,full work-up 1,LP
U1301,2015-06-16-J02-SO-3,2016-02-02,none,none,17.2,NA,116,NA,NA,NA,NA,CK,full work-up 1,LP
U1302,2015-06-16-J02-SO-2,2016-02-02,none,none,22.5,NA,120,NA,NA,NA,NA,CK,full work-up 1,LP
U1303,2015-06-08-J01-SO-9,2016-02-02,none,none,15.3,NA,108,NA,NA,NA,NA,CK,full work-up 1,LP
U1311,2015-06-16-J02-SO-1,2016-02-02,none,none,17.9,NA,113,NA,NA,NA,NA,DS,full work-up 1,LP
U1312,2015-06-08-J01-SO-8,2016-02-02,none,none,12.5,NA,103,NA,NA,1 cal chal a not retained,NA,DS,full work-up 1,LP
U1313,2015-06-08-J01-SO-15,2016-02-02,none,none,13.4,NA,101,NA,NA,NA,NA,DS,full work-up 1,LP
U1293,2015-06-07-J08-SO-4,2016-02-03,none,none,15.5,NA,119,NA,NA,NA,NA,LP,full work-up 1,KI
U1294,2015-06-08-J01-SO-4,2016-02-03,none,none,15.5,NA,112,NA,NA,NA,NA,LP,full work-up 1,KI
U1295,2015-06-08-J01-SO-2,2016-02-03,none,none,12.8,NA,106,NA,NA,NA,NA,LP,full work-up 1,KI
U1296,2015-05-25-D08-SO-13,2016-02-03,none,none,13.4,NA,110,NA,NA,NA,NA,LP,full work-up 1,KI
U1304,2015-06-07-J08-SO-3,2016-02-03,none,none,16.6,NA,116,NA,NA,NA,NA,CK,full work-up 1,KI
U1305,2015-06-07-J08-SO-7,2016-02-03,none,none,10.7,NA,109,NA,NA,NA,NA,CK,full work-up 1,KI
U1306,2015-06-07-J08-SO-11,2016-02-03,none,none,12.2,NA,110,NA,NA,NA,NA,CK,full work-up 1,KI
U1307,2015-06-08-J01-SO-13,2016-02-03,none,none,13.2,NA,110,NA,NA,NA,NA,CK,full work-up 1,KI
U1308,2015-06-08-J01-SO-1,2016-02-03,none,none,9.7,NA,95,NA,NA,NA,NA,CK,full work-up 1,KI
U1314,2015-06-07-J08-SO-1,2016-02-03,none,none,8.8,NA,94,NA,NA,NA,NA,DS,full work-up 1,KI
U1321,2015-06-07-J08-SO-2,2016-02-03,none,none,15.7,NA,118,NA,NA,NA,NA,KI,full work-up 1,DS
U1322,2015-06-07-J08-SO-10,2016-02-03,none,none,8.2,NA,98,NA,NA,NA,NA,KI,full work-up 1,DS
U1323,2015-06-07-J08-SO-12,2016-02-03,none,none,13,NA,113,NA,NA,NA,Nematode on liver,KI,full work-up 1,DS
U1324,2015-06-08-J01-SO-10,2016-02-03,none,none,15.1,NA,109,NA,NA,NA,NA,KI,full work-up 1,DS
U1325,2015-06-08-J01-SO-14,2016-02-03,none,none,11.2,NA,106,NA,NA,1 copepodid cal a not retained,NA,KI,full work-up 1,DS
U1326,2015-06-08-J01-SO-3,2016-02-03,none,none,13.1,NA,103,NA,NA,NA,NA,KI,full work-up 1,DS
U1309,2015-07-01-J03-SO-2,2016-02-04,none,none,22.5,NA,125,NA,NA,NA,NA,CK,full work-up 1,KI
U1315,2015-06-15-J10-CU-1,2016-02-04,none,none,22.3,NA,127,NA,NA,NA,"Very small spleen, collected due to lesion on flank with algae attached from it, not a sockeye",DS,full work-up 1,NA
U1327,2015-07-01-J03-SO-1,2016-02-04,none,none,18.1,NA,116,NA,NA,heart fell on cool rack,Lesion on dorsal,KI,full work-up 1,KI
U1310,2015-06-09-D09-SO-3,2016-02-05,none,none,16.9,NA,117,NA,NA,NA,One broken oto.,CK,full work-up 1,KI
U1316,2015-06-09-D09-SO-2,2016-02-05,none,none,16.6,NA,118,NA,NA,NA,NA,DS,full work-up 1,KI
U1328,2015-06-09-D09-SO-4,2016-02-05,none,none,13.7,NA,107,NA,NA,NA,NA,KI,full work-up 1,KI
U1297,2015-06-23-J03-SO-5,2016-02-09,none,none,18.5,NA,118,NA,NA,NA,NA,LP,full work-up 1,KI
U1298,2015-06-09-D07-SO-12,2016-02-09,none,none,14.1,NA,104,NA,NA,NA,NA,LP,full work-up 1,KI
U1299,2015-06-21-J06-SO-9,2016-02-09,none,none,19.6,NA,120,NA,NA,NA,Hermorhagging eye,LP,full work-up 1,KI
U1317,2015-05-29-J06-SO-19,2016-02-09,none,none,13.8,NA,108,NA,NA,1 cal chal a not retained,NA,DS,full work-up 1,LP
U1318,2015-06-09-D07-SO-6,2016-02-09,none,none,14.6,NA,106,NA,NA,NA,NA,DS,full work-up 1,LP
U1319,2015-06-21-J06-SO-8,2016-02-09,none,none,18.1,NA,116,NA,NA,NA,NA,DS,full work-up 1,LP
U1320,2015-06-21-J06-SO-10,2016-02-09,none,none,20,NA,124,NA,NA,NA,Loss of scales and skin posterior to pelvic fins,DS,full work-up 1,LP
U1329,2015-06-23-J03-SO-4,2016-02-09,none,none,24.6,NA,130,NA,NA,NA,NA,KI,full work-up 1,DS
U1330,2015-07-02-D09-SO-24,2016-02-09,none,none,10,NA,90,NA,NA,NA,NA,KI,full work-up 1,DS
U1331,2015-06-18-D11-S0-21,2016-02-09,none,none,14.9,NA,113,NA,NA,NA,NA,CK,full work-up 1,LP
U1332,2015-06-21-J06-SO-18,2016-02-09,none,none,15.8,NA,112,NA,NA,NA,Cracked oto,CK,full work-up 1,LP
U1333,2015-06-21-J06-SO-4,2016-02-09,none,none,13.6,NA,105,NA,NA,NA,Cracked oto,CK,full work-up 1,LP
U1351,2015-06-21-J06-SO-1,2016-02-09,none,none,18.7,NA,117,NA,NA,NA,NA,KI,full work-up 1,DS
U1300,2015-06-21-J06-SO-3,2016-02-10,none,none,21.2,NA,123,NA,NA,NA,NA,LP,full work-up 1,DS
U1334,2015-06-21-J06-SO-11,2016-02-10,none,none,13.1,NA,113,NA,NA,NA,"Cracked otolith, one partial louse (may be part of head, not chal a)",CK,full work-up 1,DS
U1335,2015-06-19-J09-SO-9,2016-02-10,none,none,15,NA,118,NA,NA,NA,NA,CK,full work-up 1,DS
U1336,2015-06-19-J09-SO-16,2016-02-10,none,none,16,NA,115,NA,NA,NA,NA,CK,full work-up 1,DS
U1337,2015-06-19-J09-SO-7,2016-02-10,none,none,15.6,NA,114,NA,NA,NA,"One otolith, scar (white flesh, scales removed) dorsal surface behind head",CK,full work-up 1,DS
U1338,2015-06-19-J09-SO-1,2016-02-10,none,none,15.6,NA,116,NA,NA,NA,NA,CK,full work-up 1,DS
U1339,2015-06-17-D08-SO-3,2016-02-10,none,none,17.6,NA,115,NA,NA,NA,One cracked otolith,CK,full work-up 1,DS
U1340,2015-06-17-D08-SO-4,2016-02-10,none,none,17.9,NA,117,NA,NA,NA,NA,CK,full work-up 1,DS
U1341,2015-06-19-J09-SO-12,2016-02-10,none,none,13.8,NA,115,NA,NA,NA,NA,LP,full work-up 1,DS
U1342,2015-06-19-J09-SO-8,2016-02-10,none,none,13.5,NA,120,NA,NA,Bruised caudal peduncle (predator scar?),NA,LP,full work-up 1,DS
U1352,2015-06-21-J06-SO-7,2016-02-10,none,none,NA,NA,115,NA,NA,14.7 post dissection weight,NA,KI,full work-up 1,CK
U1353,2015-06-19-J09-SO-18,2016-02-10,none,none,22,NA,133,NA,NA,NA,NA,KI,full work-up 1,CK
U1354,2015-06-19-J09-SO-17,2016-02-10,none,none,14.9,NA,117,NA,NA,No brain sample taken,NA,KI,full work-up 1,CK
U1355,2015-06-19-J09-SO-11,2016-02-10,none,none,13.8,NA,111,NA,NA,NA,NA,KI,full work-up 1,CK
U1356,2015-06-19-J09-SO-2,2016-02-10,none,none,18.2,NA,120,NA,NA,NA,NA,KI,full work-up 1,CK
U1357,2015-06-17-D08-SO-12,2016-02-10,none,none,12.5,NA,106,NA,NA,NA,NA,KI,full work-up 1,CK
